make,model,date,month,year,sales
Land Rover,Discovery Sport,Nov 22,Nov,2022,
Land Rover,Range Rover Sport,Nov 22,Nov,2022,
Land Rover,Discovery,Nov 22,Nov,2022,
Jeep,Wrangler,Nov 22,Nov,2022,
Jeep,Compass,Nov 22,Nov,2022,550.0
Volkswagen,Tiguan,Nov 22,Nov,2022,76.0
Audi,Q3,Nov 22,Nov,2022,
Audi,Q3 Sportback,Nov 22,Nov,2022,
Jeep,Meridian,Nov 22,Nov,2022,344.0
Land Rover,Defender,Nov 22,Nov,2022,
Audi,RS Q8,Nov 22,Nov,2022,
Audi,RS5,Nov 22,Nov,2022,
Audi,e-tron,Nov 22,Nov,2022,
Audi,Q8,Nov 22,Nov,2022,
Volvo,S90,Nov 22,Nov,2022,
Audi,A8L,Nov 22,Nov,2022,
Volvo,XC60,Nov 22,Nov,2022,
Volvo,XC90,Nov 22,Nov,2022,
Volvo,XC40 Recharge,Nov 22,Nov,2022,
Volvo,C40 Recharge,Nov 22,Nov,2022,
Jaguar,F-Type,Nov 22,Nov,2022,
Jaguar,I-Pace,Nov 22,Nov,2022,
Audi,S5 Sportback,Nov 22,Nov,2022,
Audi,Q5,Nov 22,Nov,2022,
Jaguar,F-Pace,Nov 22,Nov,2022,
Audi,Q7,Nov 22,Nov,2022,
Audi,Q8 e-tron,Nov 22,Nov,2022,
Porsche,Macan,Nov 22,Nov,2022,
Porsche,Cayenne,Nov 22,Nov,2022,
Porsche,Cayenne Coupe,Nov 22,Nov,2022,
Citroen,C3,Nov 22,Nov,2022,804.0
Citroen,eC3,Nov 22,Nov,2022,0.0
Lamborghini,Urus,Nov 22,Nov,2022,
Citroen,C5 Aircross,Nov 22,Nov,2022,21.0
Porsche,Panamera,Nov 22,Nov,2022,
Lamborghini,Revuelto,Nov 22,Nov,2022,
Porsche,718,Nov 22,Nov,2022,
BYD Auto,Atto 3,Nov 22,Nov,2022,
Lamborghini,Huracan EVO,Nov 22,Nov,2022,
Renault,Triber,Nov 22,Nov,2022,2550.0
Nissan,Magnite,Nov 22,Nov,2022,2397.0
Porsche,Taycan,Nov 22,Nov,2022,
Lexus,LC 500h,Nov 22,Nov,2022,
Lexus,ES,Nov 22,Nov,2022,
Lexus,LS 500h,Nov 22,Nov,2022,
Rolls-Royce,Cullinan,Nov 22,Nov,2022,
Lexus,NX,Nov 22,Nov,2022,
Lexus,RX,Nov 22,Nov,2022,
Lexus,LM 350h,Nov 22,Nov,2022,
Mini,Cooper SE,Nov 22,Nov,2022,
Rolls-Royce,Phantom,Nov 22,Nov,2022,
BYD Auto,Seal EV,Nov 22,Nov,2022,
Rolls-Royce,Ghost,Nov 22,Nov,2022,
Rolls-Royce,Wraith,Nov 22,Nov,2022,
Rolls-Royce,Dawn,Nov 22,Nov,2022,
Mini,Cooper Countryman,Nov 22,Nov,2022,
Mini,3 Door,Nov 22,Nov,2022,
Lexus,LX,Nov 22,Nov,2022,
Renault,Kiger,Nov 22,Nov,2022,2278.0
Ferrari,F8 Tributo,Nov 22,Nov,2022,
Ferrari,SF90 Stradale,Nov 22,Nov,2022,
Ferrari,812,Nov 22,Nov,2022,
Maserati,Quattroporte,Nov 22,Nov,2022,
Isuzu,S-Cab,Nov 22,Nov,2022,
Maserati,Ghibli,Nov 22,Nov,2022,
Isuzu,Hi-Lander,Nov 22,Nov,2022,
Maserati,GranTurismo,Nov 22,Nov,2022,
Maserati,GranCabrio,Nov 22,Nov,2022,
Isuzu,V-Cross,Nov 22,Nov,2022,
Isuzu,MU-X,Nov 22,Nov,2022,
Isuzu,D-Max,Nov 22,Nov,2022,
Mclaren,GT,Nov 22,Nov,2022,
Mclaren,750S,Nov 22,Nov,2022,
Force,Gurkha,Nov 22,Nov,2022,
Force,Gurkha 5 Door,Nov 22,Nov,2022,
Ferrari,Roma,Nov 22,Nov,2022,
Ferrari,296 GTB,Nov 22,Nov,2022,
Mercedes-Benz,G-Class,Nov 22,Nov,2022,
Aston Martin,DBX,Nov 22,Nov,2022,
Mercedes-Benz,C-Class,Nov 22,Nov,2022,
Mercedes-Benz,GLS,Nov 22,Nov,2022,
Mercedes-Benz,A Class Sedan Limousine,Nov 22,Nov,2022,
Mercedes-Benz,GLA,Nov 22,Nov,2022,
Mercedes-Benz,GLC,Nov 22,Nov,2022,
Mercedes-Benz,Maybach S-Class,Nov 22,Nov,2022,
Mercedes-Benz,E-Class,Nov 22,Nov,2022,
Mercedes-Benz,GLE-Class,Nov 22,Nov,2022,
Mercedes-Benz,GLB,Nov 22,Nov,2022,
Mercedes-Benz,AMG E 53 Cabriolet,Nov 22,Nov,2022,
Mercedes-Benz,GLC Coupe,Nov 22,Nov,2022,
Aston Martin,Vantage,Nov 22,Nov,2022,
Mercedes-Benz,AMG E 53,Nov 22,Nov,2022,
Mercedes-Benz,AMG A 45 S,Nov 22,Nov,2022,
Aston Martin,DB 12,Nov 22,Nov,2022,
Mercedes-Benz,S Class,Nov 22,Nov,2022,
Pravaig,Defy,Nov 22,Nov,2022,
Mercedes-Benz,EQS,Nov 22,Nov,2022,
Mercedes-Benz,AMG GLE 53 Coupe,Nov 22,Nov,2022,
Mercedes-Benz,AMG GLC 43,Nov 22,Nov,2022,
Bajaj,Qute (RE60),Nov 22,Nov,2022,
Strom Motors,R3,Nov 22,Nov,2022,
Bentley,Bentayga,Nov 22,Nov,2022,
Porsche,911,Nov 22,Nov,2022,
Audi,A6,Nov 22,Nov,2022,
Mercedes-Benz,EQB,Nov 22,Nov,2022,
Volkswagen,Taigun,Nov 22,Nov,2022,1979.0
Citroen,C3 Aircross,Nov 22,Nov,2022,21.0
BYD Auto,E6 Electric,Nov 22,Nov,2022,
Mercedes-Benz,AMG E 63,Nov 22,Nov,2022,
Mclaren,720S,Nov 22,Nov,2022,
Mercedes-Benz,EQE,Nov 22,Nov,2022,
Tata,Nexon,Nov 22,Nov,2022,15871.0
Renault,Kwid,Nov 22,Nov,2022,1497.0
Audi,RS E-Tron GT,Nov 22,Nov,2022,
Audi,E-Tron GT,Nov 22,Nov,2022,
Maruti Suzuki,Grand Vitara,Nov 23,Nov,2023,7937.0
Maruti Suzuki,Celerio,Nov 23,Nov,2023,2215.0
Maruti Suzuki,Baleno,Nov 23,Nov,2023,12961.0
Maruti Suzuki,S-Presso,Nov 23,Nov,2023,1883.0
Maruti Suzuki,Alto K10,Nov 23,Nov,2023,
Maruti Suzuki,Dzire,Nov 23,Nov,2023,15965.0
Maruti Suzuki,Ertiga,Nov 23,Nov,2023,12857.0
Maruti Suzuki,Swift,Nov 23,Nov,2023,15311.0
Maruti Suzuki,XL6,Nov 23,Nov,2023,3472.0
Maruti Suzuki,Brezza,Nov 23,Nov,2023,
Maruti Suzuki,Wagon R,Nov 23,Nov,2023,16567.0
Maruti Suzuki,Jimny,Nov 23,Nov,2023,1020.0
Hyundai,Verna,Nov 23,Nov,2023,1701.0
Hyundai,Aura,Nov 23,Nov,2023,3850.0
Hyundai,Grand i10 Nios,Nov 23,Nov,2023,
Maruti Suzuki,Ciaz,Nov 23,Nov,2023,278.0
Hyundai,Exter,Nov 23,Nov,2023,8325.0
Hyundai,Creta N Line,Nov 23,Nov,2023,
Hyundai,Tucson,Nov 23,Nov,2023,118.0
Maruti Suzuki,Eeco,Nov 23,Nov,2023,10226.0
Hyundai,i20,Nov 23,Nov,2023,
Maruti Suzuki,Invicto,Nov 23,Nov,2023,470.0
Hyundai,Creta,Nov 23,Nov,2023,11814.0
Hyundai,Alcazar,Nov 23,Nov,2023,1913.0
Hyundai,Venue,Nov 23,Nov,2023,11180.0
Tata,Tiago NRG BS6,Nov 23,Nov,2023,
Tata,Tiago,Nov 23,Nov,2023,5508.0
Tata,Punch EV,Nov 23,Nov,2023,
Tata,Tigor,Nov 23,Nov,2023,1775.0
Tata,Nexon EV,Nov 23,Nov,2023,
Tata,Altroz,Nov 23,Nov,2023,4955.0
Tata,Harrier,Nov 23,Nov,2023,2326.0
Tata,Tiago EV,Nov 23,Nov,2023,
Hyundai,Venue N Line,Nov 23,Nov,2023,
Hyundai,Ioniq 5,Nov 23,Nov,2023,96.0
Tata,Safari,Nov 23,Nov,2023,2207.0
Tata,Punch,Nov 23,Nov,2023,14383.0
Hyundai,Kona Electric,Nov 23,Nov,2023,19.0
Tata,Xpres-T EV,Nov 23,Nov,2023,
Mahindra,Scorpio Classic,Nov 23,Nov,2023,
Tata,Altroz CNG,Nov 23,Nov,2023,
Tata,Altroz Racer,Nov 23,Nov,2023,
Mahindra,Thar,Nov 23,Nov,2023,5810.0
Toyota,Innova Crysta,Nov 23,Nov,2023,
Mahindra,XUV700,Nov 23,Nov,2023,7221.0
Mahindra,Bolero,Nov 23,Nov,2023,9333.0
Mahindra,XUV 400 Electric,Nov 23,Nov,2023,710.0
Mahindra,Scorpio N,Nov 23,Nov,2023,
Mahindra,XUV 3X0,Nov 23,Nov,2023,
Mahindra,Bolero Neo,Nov 23,Nov,2023,
Mahindra,Bolero Neo Plus,Nov 23,Nov,2023,
Tata,Tigor CNG,Nov 23,Nov,2023,
Tata,Tiago CNG,Nov 23,Nov,2023,
Tata,Punch CNG,Nov 23,Nov,2023,
Tata,Magic Mantra 10 Seater,Nov 23,Nov,2023,
Toyota,Fortuner,Nov 23,Nov,2023,1876.0
Toyota,Innova Hycross,Nov 23,Nov,2023,6910.0
Toyota,Land Cruiser LC300,Nov 23,Nov,2023,
Toyota,Hilux,Nov 23,Nov,2023,214.0
Toyota,Camry,Nov 23,Nov,2023,198.0
Toyota,Vellfire,Nov 23,Nov,2023,53.0
Toyota,Fortuner Legender,Nov 23,Nov,2023,
Toyota,Urban Cruiser HyRyder,Nov 23,Nov,2023,3005.0
Toyota,Glanza,Nov 23,Nov,2023,3950.0
Mahindra,KUV100 NXT,Nov 23,Nov,2023,
Toyota,Taisor,Nov 23,Nov,2023,
Toyota,Rumion,Nov 23,Nov,2023,718.0
Mahindra,XUV 300,Nov 23,Nov,2023,4673.0
BMW,M4 Competition,Nov 23,Nov,2023,
BMW,X7,Nov 23,Nov,2023,
KIA,Carens,Nov 23,Nov,2023,4620.0
BMW,7-Series,Nov 23,Nov,2023,
BMW,X1,Nov 23,Nov,2023,
BMW,2 Series Gran Coupe,Nov 23,Nov,2023,
BMW,3 Series Gran Limousine,Nov 23,Nov,2023,
BMW,Z4,Nov 23,Nov,2023,
BMW,M2,Nov 23,Nov,2023,
BMW,6 Series,Nov 23,Nov,2023,
BMW,X5,Nov 23,Nov,2023,
KIA,Sonet,Nov 23,Nov,2023,6433.0
BMW,X3,Nov 23,Nov,2023,
BMW,M8 Coupe Competition,Nov 23,Nov,2023,
KIA,EV6,Nov 23,Nov,2023,25.0
BMW,i7,Nov 23,Nov,2023,
BMW,XM,Nov 23,Nov,2023,
MG,Gloster,Nov 23,Nov,2023,172.0
MG,Comet EV,Nov 23,Nov,2023,698.0
Honda,Elevate,Nov 23,Nov,2023,4755.0
Honda,City,Nov 23,Nov,2023,1336.0
BMW,i5,Nov 23,Nov,2023,
MG,Astor,Nov 23,Nov,2023,726.0
MG,Hector,Nov 23,Nov,2023,2130.0
MG,Hector Plus,Nov 23,Nov,2023,
MG,ZS EV,Nov 23,Nov,2023,428.0
BMW,X4,Nov 23,Nov,2023,
BMW,iX Electric,Nov 23,Nov,2023,
BMW,3-Series,Nov 23,Nov,2023,
BMW,iX1,Nov 23,Nov,2023,
Honda,Amaze,Nov 23,Nov,2023,2639.0
Honda,City Hybrid,Nov 23,Nov,2023,
Mahindra,Marazzo,Nov 23,Nov,2023,49.0
Skoda,Superb,Nov 23,Nov,2023,0.0
Tata,Magic Express 10 Seater,Nov 23,Nov,2023,
Volkswagen,Virtus,Nov 23,Nov,2023,1174.0
BMW,i4,Nov 23,Nov,2023,
Skoda,Kushaq,Nov 23,Nov,2023,1908.0
KIA,Seltos,Nov 23,Nov,2023,11684.0
Tata,Tigor EV,Nov 23,Nov,2023,
Skoda,Slavia,Nov 23,Nov,2023,1749.0
Skoda,Kodiaq,Nov 23,Nov,2023,126.0
Maruti Suzuki,Ignis,Nov 23,Nov,2023,1660.0
Hyundai,i20 N Line,Nov 23,Nov,2023,
Maruti Suzuki,Fronx,Nov 23,Nov,2023,9867.0
Jeep,Grand Cherokee,Nov 23,Nov,2023,
Land Rover,Range Rover Velar,Nov 23,Nov,2023,
Land Rover,Range Rover Evoque,Nov 23,Nov,2023,
Audi,A4,Nov 23,Nov,2023,
Land Rover,Range Rover,Nov 23,Nov,2023,
Land Rover,Discovery Sport,Nov 23,Nov,2023,
Land Rover,Range Rover Sport,Nov 23,Nov,2023,
Land Rover,Discovery,Nov 23,Nov,2023,
Jeep,Wrangler,Nov 23,Nov,2023,
Jeep,Compass,Nov 23,Nov,2023,216.0
Volkswagen,Tiguan,Nov 23,Nov,2023,150.0
Audi,Q3,Nov 23,Nov,2023,
Audi,Q3 Sportback,Nov 23,Nov,2023,
Jeep,Meridian,Nov 23,Nov,2023,101.0
Land Rover,Defender,Nov 23,Nov,2023,
Audi,RS Q8,Nov 23,Nov,2023,
Audi,RS5,Nov 23,Nov,2023,
Audi,e-tron,Nov 23,Nov,2023,
Audi,Q8,Nov 23,Nov,2023,
Volvo,S90,Nov 23,Nov,2023,
Audi,A8L,Nov 23,Nov,2023,
Volvo,XC60,Nov 23,Nov,2023,
Volvo,XC90,Nov 23,Nov,2023,
Volvo,XC40 Recharge,Nov 23,Nov,2023,
Volvo,C40 Recharge,Nov 23,Nov,2023,
Jaguar,F-Type,Nov 23,Nov,2023,
Jaguar,I-Pace,Nov 23,Nov,2023,
Audi,S5 Sportback,Nov 23,Nov,2023,
Audi,Q5,Nov 23,Nov,2023,
Jaguar,F-Pace,Nov 23,Nov,2023,
Audi,Q7,Nov 23,Nov,2023,
Audi,Q8 e-tron,Nov 23,Nov,2023,
Porsche,Macan,Nov 23,Nov,2023,
Porsche,Cayenne,Nov 23,Nov,2023,
Porsche,Cayenne Coupe,Nov 23,Nov,2023,
Citroen,C3,Nov 23,Nov,2023,265.0
Citroen,eC3,Nov 23,Nov,2023,18.0
Lamborghini,Urus,Nov 23,Nov,2023,
Citroen,C5 Aircross,Nov 23,Nov,2023,5.0
Porsche,Panamera,Nov 23,Nov,2023,
Lamborghini,Revuelto,Nov 23,Nov,2023,
Porsche,718,Nov 23,Nov,2023,
BYD Auto,Atto 3,Nov 23,Nov,2023,
Lamborghini,Huracan EVO,Nov 23,Nov,2023,
Renault,Triber,Nov 23,Nov,2023,1312.0
Nissan,Magnite,Nov 23,Nov,2023,2454.0
Porsche,Taycan,Nov 23,Nov,2023,
Lexus,LC 500h,Nov 23,Nov,2023,
Lexus,ES,Nov 23,Nov,2023,
Lexus,LS 500h,Nov 23,Nov,2023,
Rolls-Royce,Cullinan,Nov 23,Nov,2023,
Lexus,NX,Nov 23,Nov,2023,
Lexus,RX,Nov 23,Nov,2023,
Lexus,LM 350h,Nov 23,Nov,2023,
Mini,Cooper SE,Nov 23,Nov,2023,
Rolls-Royce,Phantom,Nov 23,Nov,2023,
BYD Auto,Seal EV,Nov 23,Nov,2023,
Rolls-Royce,Ghost,Nov 23,Nov,2023,
Rolls-Royce,Wraith,Nov 23,Nov,2023,
Rolls-Royce,Dawn,Nov 23,Nov,2023,
Mini,Cooper Countryman,Nov 23,Nov,2023,
Mini,3 Door,Nov 23,Nov,2023,
Lexus,LX,Nov 23,Nov,2023,
Renault,Kiger,Nov 23,Nov,2023,530.0
Ferrari,F8 Tributo,Nov 23,Nov,2023,
Ferrari,SF90 Stradale,Nov 23,Nov,2023,
Ferrari,812,Nov 23,Nov,2023,
Maserati,Quattroporte,Nov 23,Nov,2023,
Isuzu,S-Cab,Nov 23,Nov,2023,
Maserati,Ghibli,Nov 23,Nov,2023,
Isuzu,Hi-Lander,Nov 23,Nov,2023,
Maserati,GranTurismo,Nov 23,Nov,2023,
Maserati,GranCabrio,Nov 23,Nov,2023,
Isuzu,V-Cross,Nov 23,Nov,2023,
Isuzu,MU-X,Nov 23,Nov,2023,
Isuzu,D-Max,Nov 23,Nov,2023,
Mclaren,GT,Nov 23,Nov,2023,
Mclaren,750S,Nov 23,Nov,2023,
Force,Gurkha,Nov 23,Nov,2023,
Force,Gurkha 5 Door,Nov 23,Nov,2023,
Ferrari,Roma,Nov 23,Nov,2023,
Ferrari,296 GTB,Nov 23,Nov,2023,
Mercedes-Benz,G-Class,Nov 23,Nov,2023,
Aston Martin,DBX,Nov 23,Nov,2023,
Mercedes-Benz,C-Class,Nov 23,Nov,2023,
Mercedes-Benz,GLS,Nov 23,Nov,2023,
Mercedes-Benz,A Class Sedan Limousine,Nov 23,Nov,2023,
Mercedes-Benz,GLA,Nov 23,Nov,2023,
Mercedes-Benz,GLC,Nov 23,Nov,2023,
Mercedes-Benz,Maybach S-Class,Nov 23,Nov,2023,
Mercedes-Benz,E-Class,Nov 23,Nov,2023,
Mercedes-Benz,GLE-Class,Nov 23,Nov,2023,
Mercedes-Benz,GLB,Nov 23,Nov,2023,
Mercedes-Benz,AMG E 53 Cabriolet,Nov 23,Nov,2023,
Mercedes-Benz,GLC Coupe,Nov 23,Nov,2023,
Aston Martin,Vantage,Nov 23,Nov,2023,
Mercedes-Benz,AMG E 53,Nov 23,Nov,2023,
Mercedes-Benz,AMG A 45 S,Nov 23,Nov,2023,
Aston Martin,DB 12,Nov 23,Nov,2023,
Mercedes-Benz,S Class,Nov 23,Nov,2023,
Pravaig,Defy,Nov 23,Nov,2023,
Mercedes-Benz,EQS,Nov 23,Nov,2023,
Mercedes-Benz,AMG GLE 53 Coupe,Nov 23,Nov,2023,
Mercedes-Benz,AMG GLC 43,Nov 23,Nov,2023,
Bajaj,Qute (RE60),Nov 23,Nov,2023,
Strom Motors,R3,Nov 23,Nov,2023,
Bentley,Bentayga,Nov 23,Nov,2023,
Porsche,911,Nov 23,Nov,2023,
Audi,A6,Nov 23,Nov,2023,
Mercedes-Benz,EQB,Nov 23,Nov,2023,
Volkswagen,Taigun,Nov 23,Nov,2023,1771.0
Citroen,C3 Aircross,Nov 23,Nov,2023,5.0
BYD Auto,E6 Electric,Nov 23,Nov,2023,
Mercedes-Benz,AMG E 63,Nov 23,Nov,2023,
Mclaren,720S,Nov 23,Nov,2023,
Mercedes-Benz,EQE,Nov 23,Nov,2023,
Tata,Nexon,Nov 23,Nov,2023,14916.0
Renault,Kwid,Nov 23,Nov,2023,610.0
Audi,RS E-Tron GT,Nov 23,Nov,2023,
Audi,E-Tron GT,Nov 23,Nov,2023,
Maruti Suzuki,Grand Vitara,Oct 22,Oct,2022,8052.0
Maruti Suzuki,Celerio,Oct 22,Oct,2022,4296.0
Maruti Suzuki,Baleno,Oct 22,Oct,2022,17149.0
Maruti Suzuki,S-Presso,Oct 22,Oct,2022,3676.0
Maruti Suzuki,Alto K10,Oct 22,Oct,2022,
Maruti Suzuki,Dzire,Oct 22,Oct,2022,12321.0
Maruti Suzuki,Ertiga,Oct 22,Oct,2022,10494.0
Maruti Suzuki,Swift,Oct 22,Oct,2022,17231.0
Maruti Suzuki,XL6,Oct 22,Oct,2022,2484.0
Maruti Suzuki,Brezza,Oct 22,Oct,2022,
Maruti Suzuki,Wagon R,Oct 22,Oct,2022,17945.0
Maruti Suzuki,Jimny,Oct 22,Oct,2022,0.0
Hyundai,Verna,Oct 22,Oct,2022,2179.0
Hyundai,Aura,Oct 22,Oct,2022,4248.0
Hyundai,Grand i10 Nios,Oct 22,Oct,2022,
Maruti Suzuki,Ciaz,Oct 22,Oct,2022,1884.0
Hyundai,Exter,Oct 22,Oct,2022,0.0
Hyundai,Creta N Line,Oct 22,Oct,2022,
Hyundai,Tucson,Oct 22,Oct,2022,487.0
Maruti Suzuki,Eeco,Oct 22,Oct,2022,8861.0
Hyundai,i20,Oct 22,Oct,2022,
Maruti Suzuki,Invicto,Oct 22,Oct,2022,0.0
Hyundai,Creta,Oct 22,Oct,2022,11880.0
Hyundai,Alcazar,Oct 22,Oct,2022,2847.0
Hyundai,Venue,Oct 22,Oct,2022,9585.0
Tata,Tiago NRG BS6,Oct 22,Oct,2022,
Tata,Tiago,Oct 22,Oct,2022,7187.0
Tata,Punch EV,Oct 22,Oct,2022,
Tata,Tigor,Oct 22,Oct,2022,4001.0
Tata,Nexon EV,Oct 22,Oct,2022,
Tata,Altroz,Oct 22,Oct,2022,4770.0
Tata,Harrier,Oct 22,Oct,2022,2762.0
Tata,Tiago EV,Oct 22,Oct,2022,
Hyundai,Venue N Line,Oct 22,Oct,2022,
Hyundai,Ioniq 5,Oct 22,Oct,2022,0.0
Tata,Safari,Oct 22,Oct,2022,1751.0
Tata,Punch,Oct 22,Oct,2022,10982.0
Hyundai,Kona Electric,Oct 22,Oct,2022,106.0
Tata,Xpres-T EV,Oct 22,Oct,2022,
Mahindra,Scorpio Classic,Oct 22,Oct,2022,
Tata,Altroz CNG,Oct 22,Oct,2022,
Tata,Altroz Racer,Oct 22,Oct,2022,
Mahindra,Thar,Oct 22,Oct,2022,3665.0
Toyota,Innova Crysta,Oct 22,Oct,2022,
Mahindra,XUV700,Oct 22,Oct,2022,5815.0
Mahindra,Bolero,Oct 22,Oct,2022,8772.0
Mahindra,XUV 400 Electric,Oct 22,Oct,2022,0.0
Mahindra,Scorpio N,Oct 22,Oct,2022,
Mahindra,XUV 3X0,Oct 22,Oct,2022,
Mahindra,Bolero Neo,Oct 22,Oct,2022,
Mahindra,Bolero Neo Plus,Oct 22,Oct,2022,
Tata,Tigor CNG,Oct 22,Oct,2022,
Tata,Tiago CNG,Oct 22,Oct,2022,
Tata,Punch CNG,Oct 22,Oct,2022,
Tata,Magic Mantra 10 Seater,Oct 22,Oct,2022,
Toyota,Fortuner,Oct 22,Oct,2022,2031.0
Toyota,Innova Hycross,Oct 22,Oct,2022,3739.0
Toyota,Land Cruiser LC300,Oct 22,Oct,2022,
Toyota,Hilux,Oct 22,Oct,2022,75.0
Toyota,Camry,Oct 22,Oct,2022,59.0
Toyota,Vellfire,Oct 22,Oct,2022,88.0
Toyota,Fortuner Legender,Oct 22,Oct,2022,
Toyota,Urban Cruiser HyRyder,Oct 22,Oct,2022,3384.0
Toyota,Glanza,Oct 22,Oct,2022,3767.0
Mahindra,KUV100 NXT,Oct 22,Oct,2022,
Toyota,Taisor,Oct 22,Oct,2022,
Toyota,Rumion,Oct 22,Oct,2022,0.0
Mahindra,XUV 300,Oct 22,Oct,2022,6282.0
BMW,M4 Competition,Oct 22,Oct,2022,
BMW,X7,Oct 22,Oct,2022,
KIA,Carens,Oct 22,Oct,2022,5479.0
BMW,7-Series,Oct 22,Oct,2022,
BMW,X1,Oct 22,Oct,2022,
BMW,2 Series Gran Coupe,Oct 22,Oct,2022,
BMW,3 Series Gran Limousine,Oct 22,Oct,2022,
BMW,Z4,Oct 22,Oct,2022,
BMW,M2,Oct 22,Oct,2022,
BMW,6 Series,Oct 22,Oct,2022,
BMW,X5,Oct 22,Oct,2022,
KIA,Sonet,Oct 22,Oct,2022,7614.0
BMW,X3,Oct 22,Oct,2022,
BMW,M8 Coupe Competition,Oct 22,Oct,2022,
KIA,EV6,Oct 22,Oct,2022,152.0
BMW,i7,Oct 22,Oct,2022,
BMW,XM,Oct 22,Oct,2022,
MG,Gloster,Oct 22,Oct,2022,179.0
MG,Comet EV,Oct 22,Oct,2022,0.0
Honda,Elevate,Oct 22,Oct,2022,0.0
Honda,City,Oct 22,Oct,2022,3250.0
BMW,i5,Oct 22,Oct,2022,
MG,Astor,Oct 22,Oct,2022,1774.0
MG,Hector,Oct 22,Oct,2022,1630.0
MG,Hector Plus,Oct 22,Oct,2022,
MG,ZS EV,Oct 22,Oct,2022,784.0
BMW,X4,Oct 22,Oct,2022,
BMW,iX Electric,Oct 22,Oct,2022,
BMW,3-Series,Oct 22,Oct,2022,
BMW,iX1,Oct 22,Oct,2022,
Honda,Amaze,Oct 22,Oct,2022,5443.0
Honda,City Hybrid,Oct 22,Oct,2022,
Mahindra,Marazzo,Oct 22,Oct,2022,213.0
Skoda,Superb,Oct 22,Oct,2022,143.0
Tata,Magic Express 10 Seater,Oct 22,Oct,2022,
Volkswagen,Virtus,Oct 22,Oct,2022,1072.0
BMW,i4,Oct 22,Oct,2022,
Skoda,Kushaq,Oct 22,Oct,2022,1691.0
KIA,Seltos,Oct 22,Oct,2022,9777.0
Tata,Tigor EV,Oct 22,Oct,2022,
Skoda,Slavia,Oct 22,Oct,2022,1376.0
Skoda,Kodiaq,Oct 22,Oct,2022,55.0
Maruti Suzuki,Ignis,Oct 22,Oct,2022,4743.0
Hyundai,i20 N Line,Oct 22,Oct,2022,
Maruti Suzuki,Fronx,Oct 22,Oct,2022,0.0
Jeep,Grand Cherokee,Oct 22,Oct,2022,
Land Rover,Range Rover Velar,Oct 22,Oct,2022,
Land Rover,Range Rover Evoque,Oct 22,Oct,2022,
Audi,A4,Oct 22,Oct,2022,
Land Rover,Range Rover,Oct 22,Oct,2022,
Land Rover,Discovery Sport,Oct 22,Oct,2022,
Land Rover,Range Rover Sport,Oct 22,Oct,2022,
Land Rover,Discovery,Oct 22,Oct,2022,
Jeep,Wrangler,Oct 22,Oct,2022,
Jeep,Compass,Oct 22,Oct,2022,732.0
Volkswagen,Tiguan,Oct 22,Oct,2022,83.0
Audi,Q3,Oct 22,Oct,2022,
Audi,Q3 Sportback,Oct 22,Oct,2022,
Jeep,Meridian,Oct 22,Oct,2022,404.0
Land Rover,Defender,Oct 22,Oct,2022,
Audi,RS Q8,Oct 22,Oct,2022,
Audi,RS5,Oct 22,Oct,2022,
Audi,e-tron,Oct 22,Oct,2022,
Audi,Q8,Oct 22,Oct,2022,
Volvo,S90,Oct 22,Oct,2022,
Audi,A8L,Oct 22,Oct,2022,
Volvo,XC60,Oct 22,Oct,2022,
Volvo,XC90,Oct 22,Oct,2022,
Volvo,XC40 Recharge,Oct 22,Oct,2022,
Volvo,C40 Recharge,Oct 22,Oct,2022,
Jaguar,F-Type,Oct 22,Oct,2022,
Jaguar,I-Pace,Oct 22,Oct,2022,
Audi,S5 Sportback,Oct 22,Oct,2022,
Audi,Q5,Oct 22,Oct,2022,
Jaguar,F-Pace,Oct 22,Oct,2022,
Audi,Q7,Oct 22,Oct,2022,
Audi,Q8 e-tron,Oct 22,Oct,2022,
Porsche,Macan,Oct 22,Oct,2022,
Porsche,Cayenne,Oct 22,Oct,2022,
Porsche,Cayenne Coupe,Oct 22,Oct,2022,
Citroen,C3,Oct 22,Oct,2022,1180.0
Citroen,eC3,Oct 22,Oct,2022,0.0
Lamborghini,Urus,Oct 22,Oct,2022,
Citroen,C5 Aircross,Oct 22,Oct,2022,15.0
Porsche,Panamera,Oct 22,Oct,2022,
Lamborghini,Revuelto,Oct 22,Oct,2022,
Porsche,718,Oct 22,Oct,2022,
BYD Auto,Atto 3,Oct 22,Oct,2022,
Lamborghini,Huracan EVO,Oct 22,Oct,2022,
Renault,Triber,Oct 22,Oct,2022,3199.0
Nissan,Magnite,Oct 22,Oct,2022,2819.0
Porsche,Taycan,Oct 22,Oct,2022,
Lexus,LC 500h,Oct 22,Oct,2022,
Lexus,ES,Oct 22,Oct,2022,
Lexus,LS 500h,Oct 22,Oct,2022,
Rolls-Royce,Cullinan,Oct 22,Oct,2022,
Lexus,NX,Oct 22,Oct,2022,
Lexus,RX,Oct 22,Oct,2022,
Lexus,LM 350h,Oct 22,Oct,2022,
Mini,Cooper SE,Oct 22,Oct,2022,
Rolls-Royce,Phantom,Oct 22,Oct,2022,
BYD Auto,Seal EV,Oct 22,Oct,2022,
Rolls-Royce,Ghost,Oct 22,Oct,2022,
Rolls-Royce,Wraith,Oct 22,Oct,2022,
Rolls-Royce,Dawn,Oct 22,Oct,2022,
Mini,Cooper Countryman,Oct 22,Oct,2022,
